iter	Passed	Remaining
1380	33693	39500
1381	33718	39476
1382	33739	39448
1383	33760	39419
1384	33783	39393
1385	33801	39362
1386	33818	39329
1387	33840	39302
1388	33863	39276
1389	33887	39251
1390	33907	39221
1391	33929	39194
1392	33952	39168
1393	33974	39141
1394	33991	39108
1395	34010	39078
1396	34030	39048
1397	34055	39025
1398	34079	38999
1399	34103	38975
1400	34124	38947
1401	34148	38922
1402	34171	38896
1403	34192	38868
1404	34215	38842
1405	34242	38821
1406	34265	38795
1407	34287	38767
1408	34309	38741
1409	34331	38714
1410	34353	38687
1411	34375	38660
1412	34407	38644
1413	34437	38626
1414	34462	38603
1415	34484	38575
1416	34503	38546
1417	34526	38520
1418	34550	38495
1419	34572	38467
1420	34594	38440
1421	34618	38416
1422	34642	38391
1423	34663	38363
1424	34682	38333
1425	34704	38305
1426	34726	38279
1427	34750	38254
1428	34772	38227
1429	34805	38213
1430	34837	38197
1431	34862	38173
1432	34888	38150
1433	34903	38116
1434	34925	38089
1435	34941	38056
1436	34966	38032
1437	34984	38000
1438	35006	37974
1439	35027	37946
1440	35046	37915
1441	35066	37887
1442	35086	37858
1443	35108	37831
1444	35133	37807
1445	35155	37781
1446	35172	37748
1447	35190	37717
1448	35210	37689
1449	35233	37663
1450	35249	37630
1451	35269	37600
1452	35284	37566
1453	35302	37535
1454	35321	37506
1455	35341	37477
1456	35361	37449
1457	35382	37420
1458	35406	37396
1459	35434	37376
1460	35458	37351
1461	35478	37322
1462	35496	37292
1463	35518	37265
1464	35536	37234
1465	35555	37204
1466	35576	37177
1467	35597	37149
1468	35616	37120
1469	35638	37093
1470	35657	37063
1471	35674	37032
1472	35691	36999
1473	35709	36969
1474	35731	36942
1475	35748	36910
1476	35773	36887
1477	35791	36856
1478	35812	36829
1479	35834	36803
1480	35855	36775
1481	35877	36748
1482	35893	36716
1483	35915	36689
1484	35932	36658
1485	35955	36632
1486	35980	36609
1487	36004	36585
1488	36026	36558
1489	36050	36533
1490	36075	36510
1491	36096	36483
1492	36121	36459
1493	36141	36431
1494	36159	36401
1495	36184	36378
1496	36208	36353
1497	36226	36323
1498	36248	36296
1499	36270	36270
1500	36288	36240
1501	36315	36218
1502	36339	36194
1503	36369	36175
1504	36391	36150
1505	36413	36123
1506	36441	36102
1507	36466	36079
1508	36489	36054
1509	36514	36030
1510	36537	36005
1511	36560	35979
1512	36580	35952
1513	36604	35927
1514	36626	35900
1515	36651	35877
1516	36674	35852
1517	36695	35825
1518	36713	35794
1519	36734	35767
1520	36756	35741
1521	36779	35716
1522	36802	35690
1523	36821	35661
1524	36844	35636
1525	36869	35613
1526	36894	35589
1527	36917	35564
1528	36941	35540
1529	36965	35515
1530	36985	35487
1531	37006	35460
1532	37026	35432
1533	37048	35406
1534	37071	35380
1535	37089	35351
1536	37109	35322
1537	37135	35300
1538	37155	35272
1539	37191	35259
1540	37210	35230
1541	37230	35202
1542	37261	35184
1543	37282	35157
1544	37309	35136
1545	37337	35115
1546	37360	35090
1547	37393	35074
1548	37416	35049
1549	37440	35024
1550	37463	34999
1551	37482	34970
1552	37506	34946
1553	37530	34922
1554	37552	34896
1555	37570	34866
1556	37589	34837
1557	37615	34814
1558	37643	34794
1559	37665	34768
1560	37689	34744
1561	37712	34718
1562	37733	34692
1563	37754	34664
1564	37771	34633
1565	37792	34606
1566	37812	34579
1567	37836	34555
1568	37858	34528
1569	37880	34502
1570	37899	34473
1571	37924	34450
1572	37946	34424
1573	37962	34393
1574	37979	34362
1575	38000	34335
1576	38018	34305
1577	38042	34281
1578	38063	34254
1579	38084	34228
1580	38109	34204
1581	38132	34179
1582	38160	34158
1583	38183	34133
1584	38208	34110
1585	38234	34087
1586	38261	34066
1587	38287	34044
1588	38316	34024
1589	38343	34002
1590	38364	33975
1591	38391	33954
1592	38419	33933
1593	38442	33908
1594	38467	33885
1595	38492	33862
1596	38516	33838
1597	38542	33814
1598	38562	33787
1599	38583	33760
1600	38603	33732
1601	38625	33706
1602	38646	33679
1603	38671	33656
1604	38692	33629
1605	38717	33606
1606	38741	33582
1607	38774	33565
1608	38799	33542
1609	38817	33512
1610	38837	33485
1611	38858	33458
1612	38883	33435
1613	38907	33410
1614	38927	33383
1615	38950	33358
1616	38972	33332
1617	38996	33308
1618	39016	33281
1619	39037	33253
1620	39062	33230
1621	39082	33203
1622	39103	33176
1623	39126	33151
